	Review
105113	I find 2 thing that I do not like about over my Acer Nitro 5: 1- the sound be very poor and 2- the video be not as good as my Nitro 5 from the same company.
107009	"""Acer Aspire be a good option if you need a laptop for simple daily task, for school or project."""
107324	"""I m very pleased with the Acer Aspire 3 15. give it be so inexpensive, I be not sure how the quality would be."""
107325	"""I m very pleased with the Acer Aspire 3 15. give it be so inexpensive, I be not sure how the quality would be."""
107326	"""nice, fast laptop for on the go and remote login for work."""
107327	"""nice, fast laptop for on the go and remote login for work."""
107328	"""nice, fast laptop for on the go and remote login for work."""
107592	so far my Acer laptop have be great.
107869	"""I like Acer, but this new model over my nearly 3 year old, I like my old one over this new one."""
107930	"""however, I will still by the Acer brand in the future."""
108248	the representative on ground all help to achieve that seamlessly.
108252	this one be way well than mine by spec and size.
108348	I love it.
108427	it sometimes freeze.
108467	really recommend it.
108468	I like it.
108554	I highly recommend it.
108669	I could not be happy with my computer.
108811	would recommend this for anyone.
108854	she love it.
109262	They have.
109316	I recommend that 100.
109339	thank to my sale lady for the recommendation.
109390	love this laptop.
109478	I will recommend it to my friend.
109639	I still love it and would definitely suggest it.
109674	love it.
109919	it be a steal at 250.
109981	the salesperson be very helpful in answer my question about different model.
110059	"""good choice, fast, little thing."""
110123	I learn something new everyday.
110270	"""she love the size and weight of the computer, as well as its ease of use."""
110493	I need it for school.
110541	this have everything I need and more.
110557	it only last 25 hour.
110743	so much for all of the free for the first month special.
110752	maybe its just this unit.
110765	its perfect for my small business.
110793	Everything else work great.
111114	it be on sale and it meet my need.
111208	I probably have a dozen different laptop in my lifetime and never hear of such a thing.
111257	"""do not get I wrong, its a good computer but the old one be still the good."""
111629	I would not pay over 300 at all.
111773	they be just resouce hogging monster with no actual benefit.
111786	I do have a problem.
112042	run so much well with awesome 1080ip.
112112	I have no complaint.
112264	I get a few of they a couple of month ago for some of our employee and they have love.
112447	I have not have it long to fully say anything bad about it.
112816	work with it.
112888	that s the only issue I have with it.
112958	great product.
113184	Not that good.
113212	"""so far, so good."""
113213	"""so far, so good."""
113313	exactly what I be.
113443	"""great machine, reccomend everyonee for daily task."""
113728	great laptop.
113772	I love this laptop.
113773	I love this laptop.
113929	it be just fine.
114259	really like my new laptop.
114260	this be a great laptop.
114261	I like it a lot.
114396	over all this be the good.
114581	"""great little computer, exactly what my father in law want."""
114635	love my new laptop.
114636	I love my laptop.
114658	super great laptop.
115100	work great and I enjoy work on it.
115101	this laptop have be well than advertised.
115236	I be able to get laptop for my son for his birthday.
115237	this be a present for my wife.
115238	"""will, after a month of have this computer and use it for over a week."""
115350	this be a Christmas gift to hopefully carry my great niece into college.
115351	this be a great home laptop for basic use.
115637	no real complaint.
115638	work as expect.
115639	"""do everything need, Easy to use, no complaint."""
115725	be through three laptop in the past five year.
115726	I hate everything about it.
115842	it meet my need for a basic computer stuff.
115843	it be fine.
116033	"""I ve be use this laptop for about 3 month and it take some time to get use to, but it have be reliable in school and also help I be a well business owner."""
116169	best option I ve make.
